date,account,payee,debit,credit,index,project,category_account,source_account,source_category
2022-05-15,Property Plant and Equipment,City Capital,0.0,56.0,248692,NaN,Fixed Asset,"Accretion Expense
",Other Expense
2022-06-15,Property Plant and Equipment,City Capital,0.0,56.0,248702,NaN,Fixed Asset,"Accretion Expense
",Other Expense
2022-07-15,Property Plant and Equipment,City Capital,0.0,56.0,248712,NaN,Fixed Asset,"Accretion Expense
",Other Expense
2022-08-15,Property Plant and Equipment,City Capital,0.0,56.0,248722,NaN,Fixed Asset,"Accretion Expense
",Other Expense
2022-09-15,Property Plant and Equipment,City Capital,0.0,56.0,248732,NaN,Fixed Asset,"Accretion Expense
",Other Expense
2022-10-15,Property Plant and Equipment,City Capital,0.0,56.0,248742,NaN,Fixed Asset,"Accretion Expense
",Other Expense
2021-10-15,cash,City Capital,0.0,2650.0,249332,NaN,Current Asset,Accounts Payable,Current Liability
2021-11-15,cash,City Capital,0.0,2840.0,249342,NaN,Current Asset,Accounts Payable,Current Liability
2021-12-15,cash,City Capital,0.0,3030.0,249352,NaN,Current Asset,Accounts Payable,Current Liability
2022-01-15,cash,City Capital,0.0,3220.0,249362,NaN,Current Asset,Accounts Payable,Current Liability
2022-02-15,cash,City Capital,0.0,3410.0,249372,NaN,Current Asset,Accounts Payable,Current Liability
2022-03-15,cash,City Capital,0.0,3600.0,249382,NaN,Current Asset,Accounts Payable,Current Liability
2022-04-15,cash,City Capital,0.0,3790.0,249392,NaN,Current Asset,Accounts Payable,Current Liability
2022-05-15,cash,City Capital,0.0,3980.0,249402,NaN,Current Asset,Accounts Payable,Current Liability
2022-06-15,cash,City Capital,0.0,4170.0,249412,NaN,Current Asset,Accounts Payable,Current Liability
2022-07-15,cash,City Capital,0.0,4360.0,249422,NaN,Current Asset,Accounts Payable,Current Liability
2022-08-15,cash,City Capital,0.0,4550.0,249432,NaN,Current Asset,Accounts Payable,Current Liability
2022-09-15,cash,City Capital,0.0,4740.0,249442,NaN,Current Asset,Accounts Payable,Current Liability
2022-10-15,cash,City Capital,0.0,4930.0,249452,NaN,Current Asset,Accounts Payable,Current Liability
2022-11-15,cash,City Capital,0.0,5120.0,249462,NaN,Current Asset,Accounts Payable,Current Liability
2022-12-15,cash,City Capital,0.0,5310.0,249472,NaN,Current Asset,Accounts Payable,Current Liability
2023-01-15,cash,City Capital,0.0,5500.0,249482,NaN,Current Asset,Accounts Payable,Current Liability
2023-02-15,cash,City Capital,0.0,5690.0,249492,NaN,Current Asset,Accounts Payable,Current Liability
2023-03-15,cash,City Capital,0.0,5880.0,249502,NaN,Current Asset,Accounts Payable,Current Liability
2023-04-15,cash,City Capital,0.0,6070.0,249512,NaN,Current Asset,Accounts Payable,Current Liability
2023-05-15,cash,City Capital,0.0,6260.0,249522,NaN,Current Asset,Accounts Payable,Current Liability
2023-03-05,Raw Materials COGS,Earth Supplies,1128.0,0.0,248461,NaN,COGS,Accounts Payable,Current Liability
2023-04-05,Raw Materials COGS,Earth Supplies,1164.0,0.0,248471,NaN,COGS,Accounts Payable,Current Liability
2023-05-05,Raw Materials COGS,Earth Supplies,1200.0,0.0,248481,NaN,COGS,Accounts Payable,Current Liability
2023-06-05,Raw Materials COGS,Earth Supplies,1236.0,0.0,248491,NaN,COGS,Accounts Payable,Current Liability
2023-07-05,Raw Materials COGS,Earth Supplies,1272.0,0.0,248501,NaN,COGS,Accounts Payable,Current Liability
2022-08-14,cash,Herbert Supplies ,0.0,16635.44,244292,"Wong, Schmidt and Martin",Current Asset,Material Expenses,Expense
2022-07-08,Waste Removal,Clark LLC,628.81,0.0,100221,Sharp Ltd,Expense,cash,Current Asset
2022-08-07,Waste Removal,Clark LLC,1062.5,0.0,100231,"Gray, Soto and Clark",Expense,cash,Current Asset
2022-08-10,Waste Removal,Clark LLC,478.65,0.0,100241,Mccall-Kidd,Expense,cash,Current Asset
2022-09-10,Waste Removal,Clark LLC,633.83,0.0,100251,"Dawson, Brown and Morales",Expense,cash,Current Asset
2022-10-09,Waste Removal,Clark LLC,1095.16,0.0,100261,Robinson-Wallace,Expense,cash,Current Asset
2022-10-15,Waste Removal,Clark LLC,273.66,0.0,100271,"Hanson, Ortiz and Bryant",Expense,cash,Current Asset
2021-01-05,Accounts Payable,Earth Supplies,0.0,192.0,248202,NaN,Current Liability,Raw Materials COGS,COGS
2021-02-05,Accounts Payable,Earth Supplies,0.0,228.0,248212,NaN,Current Liability,Raw Materials COGS,COGS
2021-03-05,Accounts Payable,Earth Supplies,0.0,264.0,248222,NaN,Current Liability,Raw Materials COGS,COGS
2022-08-16,cash,ABCZ Materials,0.0,9918.45,244302,Wright-Grant,Current Asset,Material Expenses,Expense
2022-08-18,cash,Herbert Supplies ,0.0,6784.33,244312,Mendez-Brown,Current Asset,Material Expenses,Expense
2022-08-18,cash,Eddie Armstrong Supplies,0.0,4934.55,244322,Garcia Inc,Current Asset,Material Expenses,Expense
2022-08-20,cash,Paul Martin Specialties,0.0,3353.73,244332,"Robbins, Peters and Brown",Current Asset,Material Expenses,Expense
2022-08-21,cash,ABCZ Materials,0.0,26169.91,244342,Mcgrath-Gibbs,Current Asset,Material Expenses,Expense
2022-08-22,cash,Herbert Supplies ,0.0,13321.94,244352,Bond-Mendez,Current Asset,Material Expenses,Expense
2022-08-22,cash,ABCZ Materials,0.0,12540.37,244362,"Hall, Mitchell and Lopez",Current Asset,Material Expenses,Expense
2022-08-23,cash,Herbert Sanchez,0.0,5048.09,244372,"Montes, Gray and Vance",Current Asset,Material Expenses,Expense
2022-08-23,cash,ABCZ Materials,0.0,23708.99,244382,Davis-Davila,Current Asset,Material Expenses,Expense
2022-08-24,cash,Herbert Supplies ,0.0,9032.12,244392,"Thompson, Tran and Johnson",Current Asset,Material Expenses,Expense
2022-08-31,cash,ABCZ Materials,0.0,13095.99,244402,"Anderson, Anderson and Bell",Current Asset,Material Expenses,Expense
2022-08-31,cash,Herbert Supplies ,0.0,25120.5,244412,"Fry, Park and Landry",Current Asset,Material Expenses,Expense
2022-08-31,cash,ABCZ Materials,0.0,28745.9,244422,Rodriguez-Hobbs,Current Asset,Material Expenses,Expense
2022-09-03,cash,Herbert Supplies ,0.0,24912.82,244432,Holland-Booth,Current Asset,Material Expenses,Expense
2022-09-06,cash,Eddie Armstrong Supplies,0.0,9201.78,244442,Osborn-Moore,Current Asset,Material Expenses,Expense
2021-01-31,Accumulated Depreciation,NaN,0.0,15794.0,247872,NaN,Fixed Asset,Depreciation Expense,Expense
2021-04-05,Accounts Payable,Earth Supplies,0.0,300.0,248232,NaN,Current Liability,Raw Materials COGS,COGS
2021-05-05,Accounts Payable,Earth Supplies,0.0,336.0,248242,NaN,Current Liability,Raw Materials COGS,COGS
2021-06-05,Accounts Payable,Earth Supplies,0.0,372.0,248252,NaN,Current Liability,Raw Materials COGS,COGS
2021-07-05,Accounts Payable,Earth Supplies,0.0,408.0,248262,NaN,Current Liability,Raw Materials COGS,COGS
2021-08-05,Accounts Payable,Earth Supplies,0.0,444.0,248272,NaN,Current Liability,Raw Materials COGS,COGS
2021-09-05,Accounts Payable,Earth Supplies,0.0,480.0,248282,NaN,Current Liability,Raw Materials COGS,COGS
2021-10-05,Accounts Payable,Earth Supplies,0.0,516.0,248292,NaN,Current Liability,Raw Materials COGS,COGS
2021-11-05,Accounts Payable,Earth Supplies,0.0,552.0,248302,NaN,Current Liability,Raw Materials COGS,COGS
2021-12-05,Accounts Payable,Earth Supplies,0.0,588.0,248312,NaN,Current Liability,Raw Materials COGS,COGS
2022-01-05,Accounts Payable,Earth Supplies,0.0,624.0,248322,NaN,Current Liability,Raw Materials COGS,COGS
2022-02-05,Accounts Payable,Earth Supplies,0.0,660.0,248332,NaN,Current Liability,Raw Materials COGS,COGS
2022-03-05,Accounts Payable,Earth Supplies,0.0,696.0,248342,NaN,Current Liability,Raw Materials COGS,COGS
2022-04-05,Accounts Payable,Earth Supplies,0.0,732.0,248352,NaN,Current Liability,Raw Materials COGS,COGS
2022-05-05,Accounts Payable,Earth Supplies,0.0,768.0,248362,NaN,Current Liability,Raw Materials COGS,COGS
2022-06-05,Accounts Payable,Earth Supplies,0.0,804.0,248372,NaN,Current Liability,Raw Materials COGS,COGS
2022-07-05,Accounts Payable,Earth Supplies,0.0,840.0,248382,NaN,Current Liability,Raw Materials COGS,COGS
2022-08-05,Accounts Payable,Earth Supplies,0.0,876.0,248392,NaN,Current Liability,Raw Materials COGS,COGS
2022-09-05,Accounts Payable,Earth Supplies,0.0,912.0,248402,NaN,Current Liability,Raw Materials COGS,COGS
2022-10-05,Accounts Payable,Earth Supplies,0.0,948.0,248412,NaN,Current Liability,Raw Materials COGS,COGS
2022-11-05,Accounts Payable,Earth Supplies,0.0,984.0,248422,NaN,Current Liability,Raw Materials COGS,COGS
2022-12-05,Accounts Payable,Earth Supplies,0.0,1020.0,248432,NaN,Current Liability,Raw Materials COGS,COGS
2023-01-05,Accounts Payable,Earth Supplies,0.0,1056.0,248442,NaN,Current Liability,Raw Materials COGS,COGS
2023-02-05,Accounts Payable,Earth Supplies,0.0,1092.0,248452,NaN,Current Liability,Raw Materials COGS,COGS
2023-03-05,Accounts Payable,Earth Supplies,0.0,1128.0,248462,NaN,Current Liability,Raw Materials COGS,COGS
2023-04-05,Accounts Payable,Earth Supplies,0.0,1164.0,248472,NaN,Current Liability,Raw Materials COGS,COGS
2023-05-05,Accounts Payable,Earth Supplies,0.0,1200.0,248482,NaN,Current Liability,Raw Materials COGS,COGS
2023-06-05,Accounts Payable,Earth Supplies,0.0,1236.0,248492,NaN,Current Liability,Raw Materials COGS,COGS
2023-07-05,Accounts Payable,Earth Supplies,0.0,1272.0,248502,NaN,Current Liability,Raw Materials COGS,COGS
2021-01-15,Property Plant and Equipment,City Capital,0.0,56.0,248532,NaN,Fixed Asset,"Accretion Expense
",Other Expense
2021-02-15,Property Plant and Equipment,City Capital,0.0,56.0,248542,NaN,Fixed Asset,"Accretion Expense
",Other Expense
2021-03-15,Property Plant and Equipment,City Capital,0.0,56.0,248552,NaN,Fixed Asset,"Accretion Expense
",Other Expense
2021-04-15,Property Plant and Equipment,City Capital,0.0,56.0,248562,NaN,Fixed Asset,"Accretion Expense
",Other Expense
2021-05-15,Property Plant and Equipment,City Capital,0.0,56.0,248572,NaN,Fixed Asset,"Accretion Expense
",Other Expense
